Date,Operating_Profit,Net_Profit,Total_Equity,Total_Liabilities,Revenue
2001.3.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.3.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.4.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.1,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.8,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.15,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.5.31,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.1,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.8,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.15,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.6.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.7.31,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.1,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.8,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.15,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.8.31,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.9.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.1,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.8,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.15,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.10.31,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.1,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.2,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.8,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.9,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.15,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.16,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.22,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.23,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.29,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.11.30,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.3,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.4,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.5,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.6,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.7,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.10,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.11,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.12,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.13,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.14,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.17,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.18,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.19,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.20,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.21,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.24,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.25,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.26,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.27,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.28,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2001.12.31,9.06034E+12,6.00288E+12,1.67855E+13,2.9636E+13,4.35278E+13
2002.1.1,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.2,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.3,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.4,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.7,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.8,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.9,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.10,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.11,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.14,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.15,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.16,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.17,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.18,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.21,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.22,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.23,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.24,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.25,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.28,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.29,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.30,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.1.31,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.1,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.4,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.5,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.6,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.7,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.8,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.11,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.12,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.13,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.14,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.15,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
2002.2.18,3.95143E+12,3.05507E+12,2.03985E+13,3.17164E+13,4.64438E+13
